first_date,last_date,person,name,allegation,text,corruption,crime,elections,ethics,resolved,sexual-harassment-abuse,unresolved,censure,conviction,exclusion,expulsion,plea,reprimand,resignation,settlement
1979-10-03,1980-11-04,410624,Talmadge,financial misconduct,"On Oct. 3, 1979, the Senate Select Committee on Ethics investigated Talmadge for financial misconduct and recommended that Talmadge be ""denounced"" (censured). On Oct. 11, 1979, the Senate [censured him](https://www.govtrack.us/congress/votes/96-1979/s346). On Nov. 4, 1980, lost the election.",,,,X,X,,,X,,,,,,,
1978-10,1980-06-03,403462,"Diggs, Jr.",mail fraud and false statements,"In October 1978, Diggs was convicted of taking kickbacks. He was re-elected the next month, but on July 31, 1979, the House of Representatives [censured him](https://www.govtrack.us/congress/votes/96-1979/h366) in a 414-0 vote and in 1980 he [resigned after losing the criminal appeal](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",,,,X,X,,,X,X,,,,,X,
1978-09-13,1978-11-07,403787,Eilberg,conflict of interest by helping a hospital receive a federal grant,"On Sep. 13, 1978, the House Committee on Standards of Official Conduct investigated Eilberg for conflict of interest by helping a hospital receive a federal grant and conducted inquiry. On Oct. 24, 1978, he was indicted. On Nov. 7, 1978, he lost the election.",,,,X,X,,,,,,,,,,
1978-09-27,1978-10-13,411726,Wilson,making a false statement on an answer to a Standards Committee questionnaire regarding the Korean Influence Investigation,"On Sep. 27, 1978, the House Committee on Standards of Official Conduct investigated Wilson for making a false statement on an answer to a Standards Committee questionnaire regarding the Korean Influence Investigation and recommended reprimand, 8-1. On Oct. 13, 1978, the House of Representatives [reprimanded him, 329-41](https://www.govtrack.us/congress/votes/95-1978/h1513).",,,,X,X,,,,,,,,X,,
1978-10-04,1978-12-31,407436,McFall,"failing to report $3,000 campaign contribution in 1974","On Oct. 4, 1978, the House Committee on Standards of Official Conduct investigated McFall for failing to report $3,000 campaign contribution in 1974 and recommended reprimand, 8-2. On Oct. 13, 1978, the House of Representatives reprimanded him by voice vote On Dec. 31, 1978, he [resigned](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",,,X,,X,,,,,,,,X,X,
1978-09-27,1978-10-13,409446,Roybal,"failing to report campaign contributions, converting campaign funds to personal use, and making a false statement to the Standards committee","On Sep. 27, 1978, the House Committee on Standards of Official Conduct investigated Roybal for failing to report campaign contributions, converting campaign funds to personal use, and making a false statement to the Standards committee and recommended censure. On Oct. 13, 1978, the House of Representatives [rejected the censure recommendation, 219-170; but reprimanded him by voice vote](https://www.govtrack.us/congress/votes/95-1978/h1514).",,,X,,X,,,,,,,,X,,
1978-10-04,1978-10-04,408514,Patten,making political contributions with funds provided by another,"On Oct. 4, 1978, the House Committee on Standards of Official Conduct investigated Patten for making political contributions with funds provided by another; conducted an inquiry; and dismissed the charges, 8-0.",,X,X,,X,,,,,,,,,,
1976-01-26,1976-10-01,405493,Hinshaw,state bribery charges for conduct prior to election,"On Jan. 26, 1976, Hinshaw was [convicted of state bribery charges](https://www.nytimes.com/1976/07/11/archives/hinshaw-expulsion-from-house-urged-conviction-is-cited.html) for conduct prior to election but the House Committee on Standards of Official Conduct recommended against expulsion due to lack of jurisdiction for actions committed prior to service in House, 10-2.",X,,,,X,,,,X,,,,,,
1976-06-02,1976-09-01,405275,Hayes,retaining employee on public payroll for immoral purposes (1974-76),"On Jun. 2, 1976, the House Committee on Standards of Official Conduct investigated Hayes for retaining an employee on public payroll for immoral purposes (1974-76) after Hays and other members requested an investigation of the press allegations. On Sep. 1, 1976, he [resigned prior to hearings](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",,,,X,X,,,,,,,,,X,
1978,1978,402037,Burke,"on May 27, 1978, drunk and disorderly and resisting arrest at the Centerfold Bar in Dania, FL","On May 27, 1978, Burke faced an allegation of drunk and disorderly and resisting arrest at the Centerfold Bar in Dania, FL. Burke resisted, he said, because he was only there to stop a drug deal. In 1978, he [pleaded guilty and lost his bid for re-election](https://www.washingtonpost.com/archive/local/1993/06/18/j-herbert-burke-dies/d49b3e2e-208a-4eae-856f-f4e25e48a9f8/?utm_term=.55f18b71be87).",,,,X,X,,,,,,,X,,,
1977-02-02,1977-06-27,410883,Tonry,stuffing ballot boxes and illegal campaign contributions in the primary election,"Tonry faced an allegation of stuffing ballot boxes and illegal campaign contributions in the primary election. On May. 5, 1977, he [resigned](http://www.nytimes.com/1977/05/05/archives/rep-tonry-figure-in-vote-fraud-resigns-but-vows-to-run-again.html).",,,X,,X,,,,,,,,,X,
1976-07-21,1978,409900,Sikes,improper financial disclosure [R. 44] and conflict of interest,"On Jul. 21, 1976, the House Committee on Standards of Official Conduct investigated Sikes for improper financial disclosure [R. 44] and conflict of interest and recommended reprimand, 10-2. On Jul. 29, 1976, the House of Representatives [reprimanded him, 381-3](https://www.govtrack.us/congress/votes/94-1976/h1042). In 1978, he [did not seek re-election](https://en.wikipedia.org/wiki/Bob_Sikes#Reprimand).",,,,X,X,,,,,,,,X,,
1975-11-06,1975-11-06,405108,Harrington,"public disclosure of executive session testimony by the CIA Director to the House Armed Services Investigations Subcommittee (Apr. 22, 1974);","In 1975, the House Committee on Standards of Official Conduct investigated Harrington for public disclosure of 1974 executive session testimony by the CIA Director to the House Armed Services Investigations Subcommittee. On Nov. 6, 1975, the committee dismissed the complaint because the information had not been properly classified.",,,,X,X,,,,,,,,,,
1971-12-30,1975-04-16,403577,Dowdy,"conspiracy to violate a bribery statute and an obstruction of justice statute, interstate travel to facilitate bribery and perjury with respect to receipt of $25,000 to hinder a federal investigation of a Maryland company in 1965","In 1971 Dowdy was [convicted](https://www.nytimes.com/1971/12/31/archives/dowdy-convicted-of-taking-a-bribe-representative-from-texas-could.html) of bribery, conspiracy, and perjury related to accepting $25,000 to hinder a federal investigation of a Maryland company in 1965. On Apr. 16, 1975, the House of Representatives [passed H. Res. 46, 360-37 adding clause 10 to the Code of Official Conduct, stating the policy of the House that a member convicted of a serious crime voluntarily refrain from voting](https://www.govtrack.us/congress/votes/94-1975/h82).",X,,,,X,,,,X,,,,,,
1974-07-19,1974-07-19,401730,Brasco,bribery to get a Post Office contract for a Mafia-controlled truck company,"Brasco faced an allegation of bribery to get a Post Office contract for a Mafia-controlled truck company. On Jul. 19, 1974, he was [convicted and did not run for re-election](http://www.nytimes.com/1974/07/20/archives/rep-brasco-guilty-of-bribery-conspiracy-brasco-convicted-of-bribery.html).",X,,,,X,,,,X,,,,,,
1974,1974-10-01,408792,Podell,bribery,"Podell faced an allegation of bribery. In 1974, he was [defeated in the election after indictment](http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000399). On Oct. 1, 1974, he [pleaded guilty to conspiracy and conflict of interest](http://www.nytimes.com/1974/10/02/archives/podell-enters-guilty-plea-ending-conspiracy-trial-brooklyn.html).",X,,,,X,,,,,,,X,,,
1972,1973-06-15,404393,Gallagher,tax evasion and perjury,"Gallagher faced an allegation of tax evasion and perjury. In 1972, he was [defeated in the primary](http://www.nytimes.com/1973/06/16/archives/gallagher-gets-2-years-and-10000-fine-gallagher-gets-2year-sentence.html). On Jun. 15, 1973, he [pleaded guilty and was sentenced to two years in prison and a $10,000 fine](http://www.nytimes.com/1973/06/16/archives/gallagher-gets-2-years-and-10000-fine-gallagher-gets-2year-sentence.html).",,X,,,X,,,,,,,X,,,
1973,1973,411482,Whalley,taking kickbacks from congressional employees for personal use,"Whalley faced an allegation of taking kickbacks from congressional employees for personal use. In 1973, he [resigned from Congress and pleaded guilty to obstruction of justice and mail fraud](https://www.washingtonpost.com/archive/local/1980/03/12/john-irving-whalley-77-ex-gop-representative/f0499117-f35e-480f-8546-a305203a3b15/?utm_term=.6859dca0c422).",,X,,,X,,,,,,,X,,X,
1969-07-25,1969-07-25,300059,Kennedy,"on July 18, 1969, leaving the scene of an accident after driving a car into the Poucha Pond inlet while his passenger Mary Jo Kopechne drowned","On July 18, 1969, Kennedy faced an allegation of leaving the scene of an accident after driving a car into the Poucha Pond inlet while his passenger Mary Jo Kopechne drowned. On Jul. 25, 1969, he [pleaded guilty and received a suspended sentence](http://query.nytimes.com/gst/abstract.html?res=9506E5DD133CE73BBC4E51DFB1668382679EDE&legacy=true).",,X,,,X,,,,,,,X,,,
1967-02-23,1970,408862,Powell,"using committee travel funds for personal travel while Chairman of Education and Labor committee, improperly authorizing clerk hire payments to his wife and contempt of court (failed to comply with four state court orders, including one criminal conviction for contempt)","Powell faced an allegation of using committee travel funds for personal travel while Chairman of Education and Labor committee, other misuse of funds, and contempt of court. He was [excluded, 307-116](https://www.govtrack.us/congress/votes/90-1967/h15) on Mar. 1, 1967, then [reelected in a special election but did not take the seat](https://en.wikipedia.org/wiki/Adam_Clayton_Powell_Jr.#Political_controversy), and on Jan. 3, 1969, he was [seated to the 91st Cong. and fined $25,000, 254-158](https://en.wikipedia.org/wiki/Adam_Clayton_Powell_Jr.#Political_controversy). In 1969, the [Supreme Court held the exclusion unconstitutional, see (Powell v. McCormack, 395 U.S. 486](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",,X,,X,X,,,,,,,,,,
1970,1971-10-19,407522,McKneally,tax evasion revealed during the last month of the 1970 election,"McKneally faced an allegation of tax evasion revealed during the last month of the 1970 election. In 1970, he was [defeated](http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000530). On Oct. 19, 1971, he [pleaded guilty to one count of failing to report income for tax purposes for the years 1964-1967](http://www.nytimes.com/1971/10/19/archives/exrepresentative-says-he-is-guilty-of-tax-evasion.html).",,X,,,X,,,,,,,X,,,
1975,1975,401770,Brewster,"in 1969, after he lost his re-election campaign for the Senate, Brewster was indicted for bribery while a U.S. Senator","In 1969, after he lost his re-election campaign for the Senate, Brewster was indicted for bribery while a U.S. Senator. In 1975, he [pleaded no contest to a single charge of accepting an illegal gratuity](https://en.wikipedia.org/wiki/Daniel_Brewster#Bribery_charges).",X,,,,X,,,,,,,X,,,
